event_id,사건명,사건유형,시기,시기근거,관련조직,상위사건,근거절,보조출전,근거수준,비고,참여자메모,지역구분,시기구분,관련조직_미매핑,시기구획
E236,대구일일신문·대구신보 합병(대구신문 성립),창간·경영이전,1908-10-01,본문서술,O030;O032,E233,99-3;113-2,『대구민단사』 pp.194~195,교차확인,양측 이사 가와이·가토 공동경영 개시. 113-2에는 '1908년 9월 합병' 표기 병존(월 표기 불일치),오키타 스테지로;가와이 아사오;가토 이치로,대구,시기내,,확장기(1908~10)
E237,예기단속규칙 공표와 유곽지 문제,조직개편,1908-10-29,본문서술,O073;O003;O012,,97-2~97-3,,회고록단독,"대구이사청령 제12호, 시행 1909.10.1 고시(유곽지 설정은 1907.2); 업자 전원 유곽 경영 미신청으로 민단 재정 골칫거리화. 행정 조치·집합 불응으로 유형 근사 분류",히사미즈 사부로(공표);을종 예기 업자(전원 불응);민단(대여규정 개정),대구,시기내,,확장기(1908~10)
E238,교부지 경쟁입찰 매각,중재·교섭,1908-12-02,본문서술,O003,,96-1,,회고록단독,부지위원이 교부받은 관유지(대화정 구 객사 부지 등)를 민단 사무소에서 경쟁입찰 매각; 경제 거래로 유형 근사 분류,대구민단(주관);오구라 다케노스케(자택 부근 경락);사키사카 쇼키치(본정 1정목 경락);대화정 경락자 다수,대구,시기내,,확장기(1908~10)
E239,한일관민대간친회(망년회 겸),의례,1908-12,추정,O074;O073;O003,,98-2~98-3,,회고록단독,"망년회 겸 개최로 12월 추정; 한일 관민 100여 명 미증유의 성황, 박중양 대연설(도로개수비 반환 문제 질타)",박중양(연설);쓰네요시 다다미치;도이 요타로;히사미즈 사부로;와타나베 무라오;이케가미(원장);이시이 미쓰오;다케카와 세이지 등 출석 100여 명,대구,시기내,,확장기(1908~10)
E240,제2회 민회의원 정기선거,선거·임명,1908-12-21,본문서술,O003;O044,,99-1;98-1,『대구민단사』 pp.58~64,교차확인,"정원 12명·후보 17명, 득점순 당선 12명·낙선(후루쇼 61점, 가와이 56점). 사토 슈조·마쓰무라 등 신인 출마, 기무라 다케타로·이와세 시즈카는 사퇴 | [5-039 병합] 12월 7일 고시 제37호, 의원 12명, 투표 장소 대화정 혼간지 포교소; 양파 융화로 험악한 경쟁 없이 시행 | [J-03 연동] 투표 장소 '대화정 혼간지 포교소'=O044 매핑",아오키 시게노부;와타나베 히스루;구로카와 엔지;마쓰무라 다이스케;가토 이치로;후쿠치 요시사쿠;야스마쓰 구마키치;마스다 도라타;하야시 진시치;우치다 로쿠로;오구라 다케노스케;사카이 만지로;후루쇼 모토사네;가와이 아사오;마을별 추대 후보;유권 거류민,대구,시기내,,확장기(1908~10)
E241,민회 의장선거와 사전 교섭 타협,선거·임명,1908-12-26,본문서술,O003;O058,,99-2,,회고록단독,"선거 전날 가토 집 교섭으로 의장 1년 교대제 타협, 마스다 9표 당선(이후 2년 완수). 회계검사위원 후쿠치·우치다 선출",마스다 도라타;오구라 다케노스케;니시모토 민조;시부사와 슈조;와타나베 히스루;가와이 아사오;가토 이치로;후쿠치 요시사쿠;우치다 로쿠로,대구,시기내,,확장기(1908~10)
E242,대구신문 주최 망년회,의례,1908-12-26,본문서술,O032,,99-3,,회고록단독,관민 약 40여 명 참석,쓰네요시 다다미치;박중양;히사미즈 사부로;기쿠치 슈덴;가와카미 재무감독국장,대구,시기내,,확장기(1908~10)
E243,동양척식주식회사 창립총회(대구 3인 출석),설립,1908-12-28,본문서술,O026,,98-1;100-2,,회고록단독,"도쿄 개최; 주식 공모 호황(권리주 2원 70전~3원, 할당 1000분의 28), 대구 한국인 3명 출석 | [6-008 병합] 1908 연말 성립, 제1회 납입 완료, 12.28 중역 임명(사무·서무·금융 3부장). 대구 측 집합 행동 서술 없음",정재학;이병학;정해붕(대구 대표 출석);이노우에 고사이;하야시 이치조;이와사 데이조;한상룡;미네 하치로,전국-대구반응,시기내,,확장기(1908~10)
E244,신년 명함 교환회,의례,1909-01-01,본문서술,,,99-4;100-1,,회고록단독,"달성관, 회비 30전, 참석 200여 명. 개회 전 휘호식(박중양 '만복여운흥'), 한일 양 황실 만세삼창. 본문 '구로카와 조(黒川穣)'=구로카와 미노루",이쿠하시 요네지로;이케가미 시로;박중양;히사미즈 사부로;쓰네요시 다다미치;기쿠치 슈덴;구로카와 미노루;가와카미 쓰네오 외 발기인 22명,대구,시기내,,확장기(1908~10)
E246,황제 대구 도착 봉영식,의례,1909-01-07,본문서술,,E249,102-1;102-2,,회고록단독,"오후 3시 20분 궁정열차 도착, 의장병 선두 노부 행렬, 학생 만세 연호, 오후 4시 행재소(관찰사 관사) 도착",순종 황제;이토 히로부미;의양군;무라타 소장;각 학교 학생;관민 수만 명,대구,시기내,,확장기(1908~10)
E247,달성관 대환영회와 이토 통감 연설,의례,1909-01-07,본문서술,O068,E249,103-1;104-1,,회고록단독,"한일 고관 약 60명 초대·회원 100여 명(합계 160여 명), 쓰네요시 환영사·박 관찰사 통역, 이토 답사·훈화, 한일 황제 만세삼창, 오후 10시 종료",의양군;이토 히로부미;이완용;송병준;민 궁내부대신;이 군부대신;데와 시게토;노무라 참모장;쓰네요시 다다미치;박중양,대구,시기내,,확장기(1908~10)
E248,관민 제등행렬,의례,1909-01-07,본문서술,O038,E249,103-2,,회고록단독,"이토 숙소 앞 '이토 공 만세' 삼창, 이토가 2층에서 답례",이토 히로부미;소학교 학생;관민,대구,시기내,,확장기(1908~10)
E249,순종 남순행 대구 행차,의례,1909-01-07~1909-01-12,본문서술,,,101-1~103-2,『대구민단사』 p.33,교차확인,상위 사건: 봉영 준비~재행차 국면을 묶는 레코드. 민단사 p.33 교차확인(도착 시각 민단사 15:25 vs 회고록 15:20),,대구,시기내,,확장기(1908~10)
E250,황제 남순 대구 행차·대화정 도로 철야 개통,의례,1909-01-08,본문서술,,E249,96-1,,회고록단독,순시에 맞춰 하룻밤 사이 가옥 철거·시가도로 개통; 6구간(1909) 남순행 본서술과 중복 가능,한국 황제(순종);군대(가옥 강제 철거),대구,시기외,,확장기(1908~10)
E251,한국 황제 달성산 임행,의례,1909-01-12,본문서술,O072,E249,13-3,,회고록단독,본문 표기 '한국 황제'·'이토 통감'; 한일 고관 경치 상찬,순종(한국 황제); 이토 히로부미(통감),대구,시기내,,확장기(1908~10)
E252,황제 환행 시 대구 재행차와 기념식수·환영행사,의례,1909-01-12,본문서술,O073;O032,E249,105-1,,회고록단독,"오전 11시 마산 경유 재도착, 달성공원 행차·황제와 이토 기념식수, 이사관 관사 야회, 한국 고관 환영회, 제등행렬, 신문사 앞 아치 설치",순종 황제;이토 히로부미;박중양;히시키 히데이치,대구,시기내,,확장기(1908~10)
E253,통감 숙소 앞 한국인 훈화 집회,의례,1909-01-12,본문서술,,E249,104-1,,회고록단독,환행일 밤 이사관 관사 앞에 한국인 수백 명을 모아 일장 훈화,이토 히로부미;한국인 수백 명,대구,시기내,,확장기(1908~10)
E254,대구 봉영 준비·위원회 구성,설립,1909-01,본문서술,O074;O073;O068,E249,101-1;101-3,,회고록단독,"도착(1.7) 전 도로공사·장막 설치·숙소 배정, 위원부 16개 편성",쓰네요시 다다미치(위원장);박중양(부위원장);히사미즈 사부로(부위원장);서봉기;정해붕;이병학;이장우;최만달;김갑진;이경옥,대구,시기내,,확장기(1908~10)
E255,수창학교 학생 철로 시위 계획(미수),집단운동·대회,1909-01,본문서술,O041,E249,106-1,,회고록단독,황제 납치설을 믿고 철로에 누워 행행 중지를 청하려다 교관 제지로 무산. 도쿄통신 '학생 행렬 난입' 오보 파문,수창학교 학생 30여 명;교관,대구,시기내,,확장기(1908~10)
E257,경상농공은행 지배인 이시이 전임,선거·임명,1909-03-03,본문서술,O010,,107-2,,회고록단독,"3.3 한성공동창고(주) 지배인 발령, 3.29 경성 출발",이시이 미쓰오;야스카와 와사부로(후임),대구,시기내,한성공동창고주식회사,확장기(1908~10)
E258,거류민대회(소학교 증축·번영회 조직 결의),집단운동·대회,1909-03-04,본문서술,O003;O038;O028,,107-2,,회고록단독,"대구권상장 2층 대회, 소학교 증축 결의·대구번영회 조직 결의, 회칙기초위원 5명 선정. 본문 '시라타 신스케(白田新助)'=시로타 신스케 동일인. 번영회는 단명",이토 기치사부로;시로타 신스케;마에카와 도모지;미와 조테스;니시모토 민조,대구,시기내,,확장기(1908~10)
E259,육군기념일 기념제,의례,1909-03-10,본문서술,O095;O096;O038,,106-2;106-3;107-1,,회고록단독,"달성공원 오전 9시 기념제, 관병식·분열식·야전훈련(대구 최초), 금품 기증 답지, 오후 6시 해산",쓰네요시 다다미치;기쿠치 슈덴;나마타메 신;우에무라 린타로;시게히사 유히코;소학교 아동;예기;관민 천여 명,대구,시기내,,확장기(1908~10)
E260,청년단 음악대 조직,설립,1909-03,본문서술,O057,,106-3,,회고록단독,"육군기념일 대비 월초부터 급조, '대구부시' 노래 제작",시로타 신스케(악장);하라 이와타로;사카이 가네키치;니시바야시 준스케;사에키 히코이치;시모조 에이타로;도쿠라 기이치 외,대구,시기내,,확장기(1908~10)
E261,상업회의소 정기선거 무효투표 사건과 재선거,선거·임명,1909-03~1909-04,본문서술,O007;O073,,107-3,,회고록단독,"반수 6명 정기선거 3.2 실시, 3.20 선거관리회에서 위임장 무효표 삼십몇 표 발견·전 투표 무효, 3.21 임시총회(사카이 부회장 사표 수리·보선 회장 와타나베), 3.29 재선거, 4.1 임원 선출(회장 다케카와·부회장 야스마쓰)",사카이 만지로;이토 기치사부로;히시키 히데이치;마스다 도라타;나카에 고로헤;사키사카 쇼키치;사토 슈조;와타나베 히스루;야스마쓰 구마키치;오자키 시즈오;오노 미네지로;마에카와 도모지;가와이 아사오;기무라 다케타로;다케카와 세이지,대구,시기내,,확장기(1908~10)
E262,대구신문사 분란,중재·교섭,1909-03~1909-05,본문서술,O032;O030,E233,113-2;113-3,,회고록단독,"구 대구신보 측 조합 해산 제의(3월), 교섭위원 3인(이나모토·아오키·가토) 매수 교섭 결렬, 회계감사(오구라·시부사와, 무난), 인쇄 거부 소동, 이나모토 권리 양수 책동 실패로 5월경 진정",가와이 아사오;가토 이치로;이나모토 신신;아오키 시게노부;오구라 다케노스케;시부사와 슈조;노사카,대구,시기내,,확장기(1908~10)
E263,소학교 졸업식,의례,1909-03-24,본문서술,O038,,108-1,,회고록단독,"졸업·수학증서 수여식, 고등과 졸업 19명·진급 24명·수상자 48명(명단 수록)",,대구,시기내,,확장기(1908~10)
E264,건원절 축하식,의례,1909-03-24,본문서술,O074,,108-3,,회고록단독,"황제 즉위 후 첫 탄신일 축하식, 관찰사 주최",박중양;내빈 약 200명(구미인·중국인·일본인·한국인),대구,시기내,,확장기(1908~10)
E265,도쿠라 조역 사임 승인과 위로회,선거·임명,1909-03-27,본문서술,O003,,108-4,,회고록단독,"거류민회 사임 승인, 위로금 230원·금시계 증정, 위로회 개최. 1906.2 민단 성립 이래 조역 겸 회계역",도쿠라 소로쿠;민장;민회의원,대구,시기내,,확장기(1908~10)
E266,달성학교·협성학교 통합,조직개편,1909-04,본문서술,O036;O037,,30-1,『대구민단사』 pp.106~107,교차확인,협성학교로 통합·공자묘 부속 대강당으로 교사 이전,기쿠카와 게이운(교무 승계); 히자쓰키 마스키치(그 전에 경영 은퇴),대구,시기내,통감부 철도관리국,확장기(1908~10)
E267,유곽지 조건부 민간 불하,창간·경영이전,1909-04,본문서술,O003,E237,56-1;60-4,,회고록단독,"1909년 봄까지 수입 전무로 그해 4월 조건부 불하(경영권 이전으로 분류). 유곽 개업은 1909-11-03(56-1). 이와세 등의 주변 몇만 평 투자는 실패, 1915년경 손해 처분.",다무라 곤조(매수·유곽 경영),대구,시기내,,확장기(1908~10)
E268,다케카와 회장 취임 불승인,선거·임명,1909-04,본문서술,O007;O012,E261,110-1,,회고록단독,"부회장·상치위원 5명은 4.12부 이사관 인가. 대한일보 대구통신 악평 속 제일은행 한국총지배인이 회장 취임 불승낙, 부회장 대행 체제",다케카와 세이지;이치하라 총지배인;야스마쓰 구마키치;이나모토 신신,대구,시기내,『대한일보』,확장기(1908~10)
E269,히사미즈 이사관 전임과 송별,선거·임명,1909-04-20,본문서술,O073,,109-3,,회고록단독,"원산 전임, 한일인 합동 성대한 조도(송별연). 후임 노세는 6.24 부임(113-1)",히사미즈 사부로;오카모토 마사오(대리);노세 다쓰고로(후임),대구,시기내,,확장기(1908~10)
E270,대구이사청 청사 신축,설립,1909-05~1909-09,본문서술,O073,,107-2,,회고록단독,"1909년도 예산 공사비 약 3만 원 계상, 5월 착공 9월 준공(현 대구부청 본관). 유형 원후보 '건축'을 설립로 분류",,대구,시기내,,확장기(1908~10)
E271,14연대 충혼제,의례,1909-05-28,본문서술,O096;O107;O055,,110-3,,회고록단독,"달성공원 제단, 전몰자 46명 신도식 충혼제, 기쿠치 연대장 제문 낭독 | 상위사건 후보(미확정): 주둔부대 교대(14연대 귀환·임시파견대 착임)",기쿠치 슈덴;아다치 중좌(오쿠보 대장 대리);가메야마 리헤타로;애국부인회원;학생 등 5천여 명,대구,시기내,한국주차군(사령부),확장기(1908~10)
E272,임시한국파견대 착임,조직개편,1909-06-02,본문서술,O097,,110-3;111-1,,회고록단독,"사령관 이하 착임, 제2연대 본부 대구 설치(연대장 미와 같은 날 부임). 사령부는 5.15 제1사단 사령부 내 병치 | 상위사건 후보(미확정): 주둔부대 교대(14연대 귀환·임시파견대 착임)",와타나베 스이사이;우메다 이와키;미와 미쓰기 외,대구,시기내,,확장기(1908~10)
E273,신구 부대 환송회 겸 환영회,의례,1909-06-08,본문서술,O069;O003;O038,,111-1;111-2,,회고록단독,"민단 소집 협의(6.3)·위원회의(6.5)로 관공서·단체 26곳 발기인 결정, 8일 오후 4시 소학교에서 개최. 111-2에 미와를 '보병 제1연대장'으로 표기(111-1의 제2연대와 불일치) | 상위사건 후보(미확정): 주둔부대 교대(14연대 귀환·임시파견대 착임)",마스다 도라타 외 위원 28명;쓰네요시 다다미치;와타나베 스이사이;기쿠치 슈덴;미와 미쓰기;오카모토 마사오;박중양;회원 800여 명,대구,시기내,,확장기(1908~10)
E274,십자로(동서·남북 간선도로) 개통,회의·결의,1909,본문서술,O074,,57-1,,회고록단독,"한국 정부 국고 지원. 부청 앞~상정·본정 동서로, 경정~대화정 남북로. 박중양 관찰사 재임기. 성벽 철거의 후속 간선도로 사업 | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 설립)",박중양(관찰사),대구,시기내,,확장기(1908~10)
E275,일본철도협회 시찰단 대구 유치·환영 행사,의례,1909,본문서술,O007,,62-2,,회고록단독,"본문 '1909년경'. 시찰단 300여 명의 대구 통과 계획을 이와세가 단독 비용 부담 교섭으로 시찰 일정에 편입, 시모노세키까지 마중. 역 앞 칠성공원에서 대구 유지 접대 환영 행사. [J-15 판정 2026-07-23 ③복귀 재임] 이와세는 1907-02-10 회장 사퇴 후 복귀 재임한 것으로 기록(복귀 시기 불명) — 본 절의 '당시 회의소 회장' 서술과 정합, 상충 해소",이와세 시즈카(유치 교섭·비용 부담);오카무라 하쓰노스케(교섭 상대 기사),대구,시기내,일본철도협회,확장기(1908~10)
E276,동척 대구지점 설치,설립,1909,본문서술,O026,,100-2,,회고록단독,"'그해 가을'(1909) 설치, 대구 유력자들 진력",후지나와 분준;오구라 다케노스케;나카하라 후사이치;시부사와 슈조;사키사카 쇼키치,대구,시기내,,확장기(1908~10)
E277,순행 기념 하사금 하사와 은사관 건축,의례,1909,본문서술,O003;O007;O038;O042,E249,105-2,,회고록단독,각 단체 하사금·관계자 기념장 수여. 한국인 측 약 2천 원으로 서성정에 은사관 건축(공공 집회소). 유형 원후보 '하사·건축'을 의례로 분류,,대구,시기내,,확장기(1908~10)
E279,소학교 증축 공사 입찰,설립,1909-06,본문서술,O003;O038,,108-1,,회고록단독,"건축비 1만 3천 원(차입 5천 원, 하사금·기본금 1,500원 투입), 1909.6 공사 청부 입찰. 유형 원후보 '사업(건축)'을 설립로 분류",,대구,시기내,,확장기(1908~10)
E280,3세(가옥·주·연초세) 면제 운동,청원,1909,본문서술,,,109-4,,회고록단독,"1909.2.8 법령 공포(가옥세·주세·연초세)에 대해 대회·연설회 개최, 부통감 진정서 각하, 대표 3인의 열차 내 소네 면담 진정도 실패, 6.1 시행",마스다 도라타;오자키 시즈오;가토 이치로;대구 거류민,전국-대구반응,시기내,,확장기(1908~10)
E281,소네 부통감 대구 방문·순시·환영회,의례,1909-08-14,본문서술,O072;O073;O016,,109-2,,회고록단독,"달성공원 환영회, 이사청·관찰도·경찰서·감옥·공소원·재판소·재무감독국 순시, 이튿날 한국제연회사 공장 시찰 후 마산행. [J-11 판정 2026-07-23 ②] 본문 표기 1909-08-14 채택(사용자 판정). 히사미즈 이사관(4.20 전임) 수행 서술과의 모순은 기록 유지. 민단사에 부통감 방문 기록 없음(통감 자격 1909-05-16 추풍령 통과만) | 상위사건 후보(미확정): 소네 부통감 남한 순시",소네 아라스케;히사미즈 사부로;오구라 다케노스케,대구,시기내,,확장기(1908~10)
E282,소네의 경주 고적 시찰과 보존 발의,의례,1909,본문서술,O072,,109-2,,회고록단독,"'26일' 포항 상륙 후 육로 경주행(월 표기 불확실, 위 방문과 동일 순시 여정), 신라 유적 국보 보존 의제화·국비 조사 개시, 경주고적보존회 조직의 도화선 | 상위사건 후보(미확정): 소네 부통감 남한 순시 | [J-11 연동] E281 8-14 채택에 따라 '26일'은 1909-08-26 추정 가능 — 월 표기 불확실로 연 단위 유지",소네 아라스케,경북관내,시기내,경주고적보존회;한국 정부,확장기(1908~10)
E283,귀환부대 개선,조직개편,1909-06,본문서술,O095;O096,,111-3,,회고록단독,"여단사령부·14연대 본부·47연대 순 개선, 남한 수비·토벌 공로 장교 명단 열거 | 상위사건 후보(미확정): 주둔부대 교대(14연대 귀환·임시파견대 착임)",요다 고타로;쓰네요시 다다미치;기쿠치 슈덴;나마타메 신 외 공로 장교,대구,시기내,보병 제47연대,확장기(1908~10)
E284,구마모토실업신문사 위문단 환영회,의례,1909,추정,,,111-3,,회고록단독,"한국수비위문단체 대구 방문, 달성공원 환영회. 시기 '당시'(파견대 주둔기 문맥, 1909 추정)",이케다 야스치카;미야자키 고쿠조;야마다 신타로;하야시 이치리키 외 28명,대구,시기내,구마모토실업신문사;한국수비위문단체,확장기(1908~10)
E288,지령 1천호 기념호·축하회,의례,1909-07,본문서술,O032,,114-1,,회고록단독,"7.20 지령 1천호 기념호 발행, 7.25 야마토에서 축하회, 가와이가 경영 포부 표명",가와이 아사오;사령부 장교·민관 대표·상공업자 200여 명,대구,시기내,,확장기(1908~10)
E289,대구신문 경영위임,창간·경영이전,1909-08-02,본문서술,O032;O030,E233,113-3,,회고록단독,출자조합원 13명 연서로 가와이에게 경영 일체 위임 서면 교부,가토 이치로(주선);가와이 아사오;대구신보사 측 13명,대구,시기내,,확장기(1908~10)
E290,사장제 전환·가와이 사장 취임,조직개편,1909-08-12,본문서술,O032,E233,114-1,,회고록단독,"이사제 폐지·사장제 도입 사고(社告) 게재, 가와이 사장 임명",가와이 아사오,대구,시기내,,확장기(1908~10)
E292,박중양 영전 기념 금시계 증정,의례,1910,본문서술,,,57-1,,회고록단독,한일병합 무렵 충청남북도 도장관 영전 시 대구부민이 사은으로 증정. 뒷면에 원·이중 십자 각인(성벽 파괴·십자로 개착 공적 상징).,박중양(수증자),대구,시기내,,확장기(1908~10)
E293,동인의원의 대구자혜의원 전환,조직개편,1910,본문서술,O047,,67-3,,회고록단독,한일병합 후 각 도 자혜의원 설치의 일환으로 총독부가 동인의원 매수. 분석시기(1903~1910) 경계연도 사건.,"마쓰모토 시게마사(초대 원장, 1910-09 착임)",대구,시기내,,확장기(1908~10)
E294,대구신문 언문(한국어)부록 발행과 실패,창간·경영이전,1910,본문서술,O074;O032,,99-4,,회고록단독,"박 관찰사가 경북 41개 군 의무구독 명안 발의(발의 시점 명시 없음, 1908년 말 문맥). 1910년 한국어 부록 발행했으나 실패",박중양;가와이 아사오,대구,시기내,,확장기(1908~10)
E295,한일병합에 따른 대구이사청 폐지,조직개편,1910-08-29,본문서술,O073,,108-2,,회고록단독,병합(전국 사건)과 동시에 이사청 폐지,,대구,시기내,,확장기(1908~10)
E296,대구구락부(활동상설관) 설립,설립,1911,본문서술,O049,,33-2,,회고록단독,대화정에 대구 최초 활동사진 상설관 설립·후에 나니와관으로 개칭(대중 연예장)·분석시기(1903~1910) 외(R-07 준용),쓰지 소노지로,대구,시기외,,시기외
E297,권상장 폐쇄·철거,조직개편,1911,본문서술,O110,,72-2,,회고록단독,'1911년 무렵' 폐쇄·건물 철거(해산 상당)·분석시기(1903~1910) 외,,대구,시기외,,시기외
E298,대구신보사 출자 무상 양도,창간·경영이전,1911-08-02,본문서술,O030;O032,E233,114-2,,회고록단독,출자자 13명 연서 양도증 교부로 가와이 단독 소유 확정,후지나와 분준;오구라 다케노스케;가토 이치로;이와세 시즈카;마치다 규고;아오키 시게노부;이나모토 신신;스기하라 신키치;기무라 다케타로;사토 슈조;구로카와 엔지;시부사와 슈조;후쿠치 요시사쿠;가와이 아사오,대구,시기내,,시기외
E299,대구위생회·대구청결조합 조직,설립,1911-08,본문서술,O063;O064;O077,,79-2,,회고록단독,관민 합동 위생회(회장 이진호·평의원 36명)·청결조합이 마쓰다 사업 매수·'기쿠치 민장'은 기쿠치 겐조 대표 표기 적용·분석시기(1903~1910) 외,안도 마사지로;다케자키 부윤;기쿠치 겐조;이진호,대구,시기외,,시기외
E300,미카지리 민회의원 출마·당선(세제개정 반대),선거·임명,1913-01-30,본문서술,O003,,90-3,,회고록단독,"기쿠치 민장 세제개정안 반대 출마·당선, 소신 관철(후일담); 기쿠치 나가후=기쿠치 겐조 대표 표기",미카지리 주고;기쿠치 겐조(당시 민장),대구,시기외,,시기외
E301,팔조회 조직(제1회 회합),설립,1913-02,본문서술,O051,,39-2,,회고록단독,1904년 팔조령 월경 이주자들의 친목회·출석 20여 명·우에다는 저자 대리 출석·분석시기 외(R-07),모리나가 소이치;우에다 요시오,대구,시기외,,시기외
E302,금정 철도용지 환수·퇴거,재난·사고,1913,본문서술,,,73-4,,회고록단독,철도국 환수·퇴거 명령으로 역전 일대 적막(행정처분에 따른 집단 퇴거·9개 유형 중 근사 분류)·분석시기(1903~1910) 외,금정 거주 상인들,대구,시기외,철도국,시기외
E303,갑진회 조직과 대구신사 봉납식,설립,1928-02,본문서술,O052;O045,,40-1~40-2,,회고록단독,회원 77명·취의서 1928.2.13·석조 도리이 1기·석조 울타리 봉납식(제2회 회합)·회장 나카에·간사 6명·분석시기 외(R-07),나카에 고로헤;가와이 아사오;나가이 고타로;우치다 로쿠로;마치다 규고;사카모토 슌스케;모리나가 소이치,대구,시기외,,시기외
