record_id,인물,event_id,역할,원표기,근거절,보조출전,근거수준,비고
EP0738,히시키 히데이치,E224,연설자,사회(속관),97-1,,회고록단독,프록코트로 무대 등단·사회 진행 서술
EP0739,이와세 시즈카,E224,주도자,이와세,97-1,,회고록단독,기부금 모집·입장권 판매 앞장 서술
EP0740,히사미즈 사부로,E224,주도자,히사미즈 이사관,97-1,,회고록단독,연예회 발의·부부와 따님 선두 서술
EP0741,박중양,E227,당사자·대상,박 관찰사,93-2,,회고록단독,환영 대상(신임 관찰사)
EP0742,히사미즈 사부로,E227,당사자·대상,히사미즈 이사관,93-2,,회고록단독,환영 대상(신임 이사관)
EP0743,가와카미 쓰네오,E227,대표·위원,위원(재무감독국장),93-2,,회고록단독,위원 명단 열거
EP0744,마쓰시타 나오미,E227,대표·위원,위원(법무보좌관),93-2,,회고록단독,위원 명단 열거
EP0745,시마다 후미노스케,E227,대표·위원,위원(경시),93-2,,회고록단독,위원 명단 열거
EP0746,쓰네요시 다다미치,E227,대표·위원,위원(소장),93-2,,회고록단독,위원 명단 열거
EP0747,와타나베 무라오,E227,대표·위원,위원(민장),93-2,,회고록단독,위원 명단 열거
EP0748,고미 잇페이,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0749,구로카와 미노루,E229,당사자·대상,검사장(구로카와 조),93-1,,회고록단독,요직 임명 명단 열거
EP0750,나카무라 다카나오,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0751,다나카 요시하루,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0752,데라카와 산조,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0753,도요타 슌스케,E229,당사자·대상,검사,93-1,,회고록단독,검사 부임 명단 열거
EP0754,마쓰시타 나오미,E229,당사자·대상,공소원 판사부장,93-1,,회고록단독,전임 서술
EP0755,마에자와 마사미,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0756,모리우라 구마조,E229,당사자·대상,검사,93-1,,회고록단독,검사 부임 명단 열거
EP0757,사이토 소시로,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0758,오무라 모토요,E229,당사자·대상,검사,93-1,,회고록단독,검사 부임 명단 열거
EP0759,이우라 요시히사,E229,당사자·대상,판사,93-1,,회고록단독,판사 부임 명단 열거
EP0760,도리야마 고야타,E229,주도자,지방재판소장,93-1,,회고록단독,부임·개설 준비 착수 서술
EP0761,도이 요타로,E229,주도자,대구공소원장,93-1,,회고록단독,부임·개설 준비 착수 서술
EP0762,요시다 유로쿠로,E229,주도자,검사정,93-1,,회고록단독,부임·개설 준비 착수 서술
EP0763,구와노 긴타로,E231,당사자·대상,공사 담당,94-2,,회고록단독,장판각 내부공사 수급·시행 서술
EP0764,노사카,E231,당사자·대상,노사카,94-2,,회고록단독,신문사 측에서 이후 조치 상담 요청
EP0765,박중양,E231,당사자·대상,박 관찰사,94-2,,회고록단독,관사 개조 결정으로 신문사 퇴거를 요구한 측
EP0766,가와이 아사오,E231,중재자,나(후견인),94-2,,회고록단독,이해관계 없는 후견인 입장에서 상담 응대
EP0767,미우라 쇼이치로,E232,당사자·대상,대구신보 주필 예정,95-3,,회고록단독,합병 후 초빙 결정의 대상
EP0768,가와이 아사오,E232,대표·위원,대구일일신문사 측 대표(필자),95-2;95-3,,회고록단독,합병 조건 심의 대표·조인
EP0769,가토 이치로,E232,대표·위원,대구신보사 측 대표,95-2;95-3,,회고록단독,합병 조건 심의 대표·조인
EP0770,니시모토 민조,E232,중재자,입회인,95-2;95-3,,회고록단독,합병 성사 개입·기명 조인
EP0771,다케우치 마키타로,E232,중재자,서기관,95-2;95-3,,회고록단독,배후 조정·입회 날인
EP0772,박중양,E232,중재자,박 관찰사,95-1,,회고록단독,양측에 합병 권고 서술
EP0773,아사노 세이치,E232,중재자,의장·입회인,95-2;95-3,,회고록단독,합병 성사 개입·기명 조인
EP0774,오카모토 마사오,E232,중재자,부이사관,95-2;95-3,,회고록단독,배후 조정·입회 날인
EP0775,마스다 도라타,E232,참석자,마스다군,95-1,,회고록단독,박 관찰사 방문 동행 서술
EP0776,가토 이치로,E233,당사자·대상,출자 양도인(가토 이치로),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0777,구로카와 엔지,E233,당사자·대상,출자 양도인(구로카와 엔지),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0778,기무라 다케타로,E233,당사자·대상,출자 양도인(기무라 다케타로),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0779,마치다 규고,E233,당사자·대상,출자 양도인(마치다 규고),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0780,사토 슈조,E233,당사자·대상,출자 양도인(사토 슈조),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0781,스기하라 신키치,E233,당사자·대상,출자 양도인(스기하라 신키치),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0782,시부사와 슈조,E233,당사자·대상,출자 양도인(시부사와 슈조),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0783,아오키 시게노부,E233,당사자·대상,출자 양도인(아오키 시게노부),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0784,오구라 다케노스케,E233,당사자·대상,출자 양도인(오구라 다케노스케),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0785,이나모토 신신,E233,당사자·대상,출자 양도인(이나모토 신신),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0786,이와세 시즈카,E233,당사자·대상,출자 양도인(이와세 시즈카),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0787,후지나와 분준,E233,당사자·대상,출자 양도인(후지나와 분준),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0788,후쿠치 기사쿠,E233,당사자·대상,출자 양도인(후쿠치 요시사쿠),114-2,,회고록단독,양도증 연서 13명 명단 열거
EP0789,가토 이치로,E233,대표·위원,교섭 위원,113-2,,회고록단독,교섭 위원 3명 추천 서술
EP0790,시부사와 슈조,E233,대표·위원,회계감사원,113-3,,회고록단독,회계감사원 추천 서술
EP0791,아오키 시게노부,E233,대표·위원,교섭 위원,113-2,,회고록단독,교섭 위원 3명 추천 서술
EP0792,오구라 다케노스케,E233,대표·위원,회계감사원,113-3,,회고록단독,회계감사원 추천 서술
EP0793,이나모토 신신,E233,대표·위원,교섭 위원,113-2,,회고록단독,교섭 위원 3명 추천 서술
EP0794,가와이 아사오,E233,주도자,전 이사·사장(필자),113-3;114-1;114-2,,회고록단독,경영위임·사장 취임·출자 양수
EP0795,이나모토 신신,E233,주도자,이나모토,113-2,,회고록단독,신문 탈취 책동 서술
EP0796,가토 이치로,E233,중재자,주선,113-3,,회고록단독,경영 일체 위임 주선 서술
EP0797,가와이 아사오,E234,당사자·대상,나,27-3,,회고록단독,1908.10.1부터 신문 관여 개시 당사자
EP0798,노사카,E235,당사자·대상,영업,95-4,,회고록단독,직무 담당 서술
EP0799,무라마쓰 스케유키,E235,당사자·대상,편집,95-4,,회고록단독,직무 담당 서술
EP0800,미우라 쇼이치로,E235,당사자·대상,사설,95-4,,회고록단독,직무 담당 서술
EP0801,가와이 아사오,E235,대표·위원,이사,95-4,,회고록단독,이사 명단 열거
EP0802,가토 이치로,E235,대표·위원,이사,95-4,,회고록단독,이사 명단 열거
EP0803,기무라 다케타로,E235,대표·위원,고문,95-4,,회고록단독,고문 명단 열거
EP0804,사카이 만지로,E235,대표·위원,고문,95-4,,회고록단독,고문 명단 열거
EP0805,가와이 아사오,E236,대표·위원,이사(필자),113-2,,회고록단독,합병 후 이사로서 공동 경영 서술
EP0806,가토 이치로,E236,대표·위원,이사,113-2,,회고록단독,합병 후 이사로서 공동 경영 서술
EP0807,다무라 곤조,E237,당사자·대상,야마토 양행 주인,97-3,,회고록단독,유곽 매수·경영 계획 착상 서술
EP0808,히사미즈 사부로,E237,주도자,히사미즈 이사관,97-2,,회고록단독,이사청령 제12호 공표·고시
EP0809,사키사카 쇼키치,E238,당사자·대상,경락자,96-1,,회고록단독,본정 1정목 경락 서술
EP0810,오구라 다케노스케,E238,당사자·대상,경락자,96-1,,회고록단독,자택 부근 경락 서술
EP0811,박중양,E239,연설자,박 관찰사,98-2;98-3,,회고록단독,대간친회 대연설·연설 요지 수록
EP0812,가와이 아사오,E240,당사자·대상,낙선 56점,99-1,,회고록단독,낙선자 명단
EP0813,기무라 다케타로,E240,당사자·대상,추천 사퇴,99-1,,회고록단독,추천받았으나 사퇴 서술
EP0814,사토 슈조,E240,당사자·대상,신인 출마,99-1,,회고록단독,출마 명시(당선 명단 외)
EP0815,이와세 시즈카,E240,당사자·대상,추천 사퇴,99-1,,회고록단독,추천받았으나 사퇴 서술
EP0816,후루쇼 모토사네,E240,당사자·대상,낙선 61점,99-1,,회고록단독,낙선자 명단
EP0817,가토 이치로,E240,대표·위원,당선 90점,99-1,,회고록단독,당선자 명단 전원 등재
EP0818,구로카와 엔지,E240,대표·위원,당선 106점,99-1,,회고록단독,당선자 명단 전원 등재
EP0819,마스다 도라타,E240,대표·위원,당선 83점,99-1,,회고록단독,당선자 명단 전원 등재
EP0820,마쓰무라 다이스케,E240,대표·위원,당선 104점,99-1,,회고록단독,당선자 명단 전원 등재
EP0821,사카이 만지로,E240,대표·위원,당선 72점,99-1,,회고록단독,당선자 명단 전원 등재
EP0822,아오키 시게노부,E240,대표·위원,당선 112점,99-1,,회고록단독,당선자 명단 전원 등재
EP0823,야스마쓰 구마키치,E240,대표·위원,당선 85점,99-1,,회고록단독,당선자 명단 전원 등재
EP0824,오구라 다케노스케,E240,대표·위원,당선 76점,99-1,,회고록단독,당선자 명단 전원 등재
EP0825,와타나베 히스루,E240,대표·위원,당선 107점,99-1,,회고록단독,당선자 명단 전원 등재
EP0826,우치다 로쿠로,E240,대표·위원,당선 80점,99-1,,회고록단독,당선자 명단 전원 등재
EP0827,하야시 진시치,E240,대표·위원,당선 82점,99-1,,회고록단독,당선자 명단 전원 등재
EP0828,후쿠치 기사쿠,E240,대표·위원,당선 87점(후쿠치 요시사쿠),99-1,,회고록단독,당선자 명단 전원 등재
EP0829,오구라 다케노스케,E241,당사자·대상,의장 추대 후보,99-2,,회고록단독,추대·사퇴 요청 교섭의 대상
EP0830,가와이 아사오,E241,대표·위원,교섭 대표자(필자·마스다 측),99-2,,회고록단독,대표자로 뽑혀 사전 교섭
EP0831,니시모토 민조,E241,대표·위원,교섭 대표자(오구라 측),99-2,,회고록단독,대표자로 뽑혀 사전 교섭
EP0832,마스다 도라타,E241,대표·위원,의장 당선(9표),99-2,,회고록단독,의장 선거 당선
EP0833,시부사와 슈조,E241,대표·위원,교섭 대표자(오구라 측),99-2,,회고록단독,대표자로 뽑혀 사전 교섭
EP0834,와타나베 히스루,E241,대표·위원,교섭 대표자(마스다 측),99-2,,회고록단독,대표자로 뽑혀 사전 교섭
EP0835,우치다 로쿠로,E241,대표·위원,회계검사위원,99-2,,회고록단독,회계검사위원 당선
EP0836,후쿠치 기사쿠,E241,대표·위원,회계검사위원(후쿠치 요시사쿠),99-2,,회고록단독,회계검사위원 당선
EP0837,가와카미 쓰네오,E242,참석자,가와카미 재무감독국장,99-3,,회고록단독,망년회 참석 명시
EP0838,기쿠치 슈덴,E242,참석자,기쿠치 연대장,99-3,,회고록단독,망년회 참석 명시
EP0839,박중양,E242,참석자,박 관찰사,99-3,,회고록단독,망년회 참석 명시
EP0840,쓰네요시 다다미치,E242,참석자,쓰네요시 여단장,99-3,,회고록단독,망년회 참석 명시
EP0841,히사미즈 사부로,E242,참석자,히사미즈 이사관,99-3,,회고록단독,망년회 참석 명시
EP0842,이노우에 고사이,E243,당사자·대상,사무부장,100-2,,회고록단독,중역 임명·담당 업무 확정
EP0843,이와사 데이조,E243,당사자·대상,금융부장,100-2,,회고록단독,중역 임명·담당 업무 확정
EP0845,이병학,E243,참석자,대구 출석 3명,98-1,,회고록단독,창립총회 출석 명시
EP0846,정재학,E243,참석자,대구 출석 3명,98-1,,회고록단독,창립총회 출석 명시
EP0847,정해붕,E243,참석자,대구 출석 3명,98-1,,회고록단독,창립총회 출석 명시
EP0848,가와이 아사오,E244,발기인,발기인(가와이 아사오),99-4,,회고록단독,발기인 22명 명단 열거
EP0849,가와카미 쓰네오,E244,발기인,발기인(가와카미 쓰네오),99-4,,회고록단독,발기인 22명 명단 열거
EP0850,가토 이치로,E244,발기인,발기인(가토 이치로),99-4,,회고록단독,발기인 22명 명단 열거
EP0851,구로카와 미노루,E244,발기인,발기인(구로카와 조),99-4,,회고록단독,발기인 22명 명단 열거
EP0852,기쿠치 슈덴,E244,발기인,발기인(기쿠치 슈덴),99-4,,회고록단독,발기인 22명 명단 열거
EP0853,나카하라 후사이치,E244,발기인,발기인(나카하라 후사이치),99-4,,회고록단독,발기인 22명 명단 열거
EP0854,다케우치 마키타로,E244,발기인,발기인(다케우치 마키타로),99-4,,회고록단독,발기인 22명 명단 열거
EP0855,다케카와 세이지,E244,발기인,발기인(다케카와 세이지),99-4,,회고록단독,발기인 22명 명단 열거
EP0856,도리야마 고야타,E244,발기인,발기인(도리야마 고야타),99-4,,회고록단독,발기인 22명 명단 열거
EP0857,도이 요타로,E244,발기인,발기인(도이 요타로),99-4,,회고록단독,발기인 22명 명단 열거
EP0858,박중양,E244,발기인,발기인(박중양),99-4,,회고록단독,발기인 22명 명단 열거
EP0859,사카이 만지로,E244,발기인,발기인(사카이 만지로),99-4,,회고록단독,발기인 22명 명단 열거
EP0860,쓰네요시 다다미치,E244,발기인,발기인(쓰네요시 다다미치),99-4,,회고록단독,발기인 22명 명단 열거
EP0861,오자와 고토부키,E244,발기인,발기인(오자와 고토부키),99-4,,회고록단독,발기인 22명 명단 열거
EP0862,와타나베 무라오,E244,발기인,발기인(와타나베 무라오),99-4,,회고록단독,발기인 22명 명단 열거
EP0863,요시다 유로쿠로,E244,발기인,발기인(요시다 유로쿠로),99-4,,회고록단독,발기인 22명 명단 열거
EP0864,유아사 히데토미,E244,발기인,발기인(유아사 히데토미),99-4,,회고록단독,발기인 22명 명단 열거
EP0865,이시이 미쓰오,E244,발기인,발기인(이시이 미쓰오),99-4,,회고록단독,발기인 22명 명단 열거
EP0866,이케가미 시로,E244,발기인,발기인(이케가미 시로),99-4,,회고록단독,발기인 22명 명단 열거
EP0867,이쿠하시 요네사부로,E244,발기인,발기인(이쿠하시 요네지로),99-4,,회고록단독,발기인 22명 명단 열거
EP0868,후리하타 기요미,E244,발기인,발기인(후리하타 기요미),99-4,,회고록단독,발기인 22명 명단 열거
EP0869,히사미즈 사부로,E244,발기인,발기인(히사미즈 사부로),99-4,,회고록단독,발기인 22명 명단 열거
EP0870,히사미즈 사부로,E244,연설자,개회사,100-1,,회고록단독,히사미즈 이사관 개회사 서술
EP0871,한국 황제,E246,당사자·대상,한국 황제폐하,102-1,,회고록단독,봉영 대상;신규인물후보(순종·참조 부재)
EP0872,무라타,E246,참석자,무라타 소장,102-2,,회고록단독,이토와 마차 동승 명시
EP0873,의양군,E246,참석자,의양군,102-1,,회고록단독,가마로 수행 명시;신규인물후보
EP0874,이토 히로부미,E246,참석자,이토 통감,102-2,,회고록단독,하차·마차 이동 명시
EP0875,의양군,E247,당사자·대상,의양군(주빈),103-1,,회고록단독,환영 주빈 착석;신규인물후보
EP0876,이토 히로부미,E247,당사자·대상,이토 공(주빈),103-1,,회고록단독,환영 주빈 착석
EP0877,박중양,E247,연설자,박 관찰사,103-1,,회고록단독,환영사 통역 후 자신도 환영사
EP0878,쓰네요시 다다미치,E247,연설자,환영위원장,103-1,,회고록단독,환영사·만세 선창
EP0879,이토 히로부미,E247,연설자,답사·훈화,103-1;104-1,,회고록단독,"연회 중 답사·훈화, 연설문 수록"
EP0880,노무라(참모장),E247,참석자,노무라 참모장,103-1,,회고록단독,데와와 함께 참석;신규인물후보(참조 노무라 후사요시와 동일인 여부 미확정)
EP0881,데와 시게토,E247,참석자,제2함대 사령장관,103-1,,회고록단독,예정 외 참석 명시
EP0882,민 궁내부대신,E247,참석자,민 궁내부대신,103-1,,회고록단독,좌석 배치 서술;신규인물후보(성만 표기)
EP0883,송병준,E247,참석자,송병준,103-1,,회고록단독,참석 명시
EP0884,이병무,E247,참석자,이 군부대신,103-1,,회고록단독,좌석 배치 서술;군부대신 직위로 참조 귀속
EP0885,이완용,E247,참석자,내각총리대신,103-1,,회고록단독,착석·일본 황제 만세 선창 명시
EP0886,이토 히로부미,E248,당사자·대상,이토 공,103-2,,회고록단독,숙소 앞 만세 삼창의 대상·2층 답례
EP0887,긴토키,E248,참석자,예기 긴토키,103-2,,회고록단독,숙소 배웅 서술;신규인물후보(예명)
EP0888,한국 황제,E249,당사자·대상,한국 황제폐하,101-1;102-1,,회고록단독,남순행 주체;신규인물후보(순종·참조 부재)
EP0889,이토 히로부미,E249,참석자,이토 통감,101-1;102-2,,회고록단독,조칙에 따른 배종 명시
EP0890,한국 황제,E250,당사자·대상,한국 황제폐하,96-1,,회고록단독,순시 행차가 철야 도로 개통의 계기;신규인물후보(순종)
EP0891,한국 황제,E251,당사자·대상,한국 황제,13-3,,회고록단독,달성산 임행 주체;신규인물후보(순종)
EP0892,이토 히로부미,E251,참석자,이토 통감,13-3,,회고록단독,동행·경치 상찬 명시
EP0893,이토 히로부미,E252,당사자·대상,이토 공,105-1,,회고록단독,기념식수·환영 야회의 대상
EP0894,한국 황제,E252,당사자·대상,한국 황제폐하,105-1,,회고록단독,재도착·기념식수 주체;신규인물후보(순종)
EP0895,박중양,E252,주도자,박 관찰사,105-1,,회고록단독,한국 고관·봉공원 환영회 주선
EP0896,히시키 히데이치,E252,주도자,속관,105-1,,회고록단독,관사에서 고등관·판임관 초대 야회 개최
EP0897,이토 히로부미,E253,연설자,이토 통감,104-1,,회고록단독,숙소 앞 한국인 수백 명에 일장 훈화
EP0898,김갑진,E254,대표·위원,전의약제사 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0899,서봉기,E254,대표·위원,접대,101-3,,회고록단독,궁내대신 숙소 접대 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0900,이경옥,E254,대표·위원,총리대신·내부대신 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0901,이병학,E254,대표·위원,궁중 고문관 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0902,이장우,E254,대표·위원,규장각경·장례원경 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0903,정해붕,E254,대표·위원,승녕부 총관 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0904,최만달,E254,대표·위원,전선사장 등 숙소,101-3,,회고록단독,귀빈 숙소 배정 담당 명시 | [J-23 판정 2026-07-27] 봉영 위원회의 숙소 배정·접대 분담은 능동적 기여이므로 당사자·대상→대표·위원 재판정
EP0905,박중양,E254,대표·위원,부위원장(박 관찰사),101-3,,회고록단독,봉영 부위원장 위촉
EP0906,쓰네요시 다다미치,E254,대표·위원,위원장(소장),101-3,,회고록단독,봉영 위원장 위촉
EP0907,히사미즈 사부로,E254,대표·위원,부위원장(이사관),101-3,,회고록단독,봉영 부위원장 위촉
EP0908,야스카와 와사부로,E257,당사자·대상,후임,107-2,,회고록단독,후임 임명 당사자
EP0909,이시이 미쓰오,E257,당사자·대상,지배인,107-2,,회고록단독,한성공동창고(주) 지배인 발령 당사자
EP0910,니시모토 민조,E258,대표·위원,회칙기초위원(니시모토 민조),107-2,,회고록단독,위원 5명 선출 명단 열거
EP0911,마에카와 도모지,E258,대표·위원,회칙기초위원(마에카와 도모지),107-2,,회고록단독,위원 5명 선출 명단 열거
EP0912,미와 조테쓰,E258,대표·위원,회칙기초위원(미와 조테스),107-2,,회고록단독,위원 5명 선출 명단 열거
EP0913,시라타 신스케,E258,대표·위원,회칙기초위원(시라타 신스케),107-2,,회고록단독,위원 5명 선출 명단 열거
EP0914,이토 기치사부로,E258,대표·위원,회칙기초위원(이토 기치사부로),107-2,,회고록단독,위원 5명 선출 명단 열거
EP0915,마에카와 도모지,E258,주도자,제안(마에카와 도모지),107-2,,회고록단독,대구번영회 조직 건 제안 서술
EP0916,시라타 신스케,E258,주도자,제안(시라타 신스케),107-2,,회고록단독,대구번영회 조직 건 제안 서술
EP0917,이토 기치사부로,E258,주도자,제안(이토 기치사부로),107-2,,회고록단독,대구번영회 조직 건 제안 서술
EP0918,구스카케 다니지로,E259,대표·위원,심판관(대위),107-1,,회고록단독,심판관 명단 열거
EP0919,마이덴 오,E259,대표·위원,심판관(舞傳男 소위),107-1,,회고록단독,심판관 명단 열거;신규인물후보
EP0920,오하라 준지,E259,대표·위원,심판관(대위),107-1,,회고록단독,심판관 명단 열거
EP0921,이사와 이와헤이,E259,대표·위원,심판관(이사와 이와헤 소좌),107-1,,회고록단독,심판관 명단 열거
EP0922,이시카와 구스지로,E259,대표·위원,심판관(소좌),107-1,,회고록단독,심판관 명단 열거
EP0923,기쿠치 슈덴,E259,주도자,관병식 지휘관(기쿠치 대좌),107-1,,회고록단독,관병식 지휘·분열식 시행
EP0924,나마타메 신,E259,주도자,야전훈련 통제관(나마타메 대좌),107-1,,회고록단독,야전훈련 통제
EP0925,시게히사 유히코,E259,주도자,남군 지휘관(소좌),107-1,,회고록단독,훈련 지휘
EP0926,쓰네요시 다다미치,E259,주도자,쓰네요시 소장(열병),107-1,,회고록단독,말 위에서 열병 서술
EP0927,우에무라 린타로,E259,주도자,북군 지휘관(소좌),107-1,,회고록단독,훈련 지휘
EP0928,시라타 신스케,E260,주도자,악장(시로타 신스케),106-3,,회고록단독,악장 담당 서술
EP0929,니시바야시 준스케,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0930,도쿠라 기이치,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0931,사사모토 레이도,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0932,사에키 히코이치,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0933,사카이 가네키치,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0934,스에이시 모스케,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0935,시모조 에이타로,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0936,하라 이와타로,E260,참석자,음악대원,106-3,,회고록단독,음악대원 참여 명단 열거
EP0937,가와이 아사오,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0938,고미야,E261,당사자·대상,고미야 서기장 대리,107-3,,회고록단독,사표 제출(책임 없음 결론);성만 표기·참조 내 고미야 히코지/미호마쓰 동정 미확정
EP0939,마에카와 도모지,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0940,사카이 만지로,E261,당사자·대상,사표 제출,107-3,,회고록단독,책임지고 사표 제출·수리
EP0941,야스마쓰 구마키치,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0942,오노 미네지로,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0943,와타나베 히스루,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0944,요시다 사시치,E261,당사자·대상,퇴임자,107-3,,회고록단독,퇴임자 6명 명단 열거
EP0945,가와이 아사오,E261,대표·위원,임시 의장·재선거 당선,107-3,,회고록단독,임시 의장 당선·재선거 당선
EP0946,가토 이치로,E261,대표·위원,재선거 선거위원,107-3,,회고록단독,재선거 선거위원 5명 천거 명단
EP0947,고라 도노마루,E261,대표·위원,재선거 선거위원,107-3,,회고록단독,재선거 선거위원 5명 천거 명단
EP0948,기무라 다케타로,E261,대표·위원,재선거 선거위원·보궐 당선,107-3,,회고록단독,선거위원 천거·보궐선거 당선
EP0949,나카에 고로헤이,E261,대표·위원,선거위원(나카에 고로헤),107-3,,회고록단독,선거위원 4명 입회 명단
EP0950,다케카와 세이지,E261,대표·위원,회장 선출,107-3,,회고록단독,4.1 임원 선출에서 회장 당선
EP0951,마스다 도라타,E261,대표·위원,선거위원,107-3,,회고록단독,선거위원 4명 입회 명단
EP0952,마에카와 도모지,E261,대표·위원,재선거 당선·상치위원,107-3,,회고록단독,재선거 당선·상치위원 선출
EP0953,사카이 만지로,E261,대표·위원,보궐 당선·상치위원,107-3,,회고록단독,보궐선거 당선·상치위원 선출
EP0954,사키사카 쇼키치,E261,대표·위원,선거위원,107-3,,회고록단독,선거위원 4명 입회 명단
EP0955,사토 슈조,E261,대표·위원,선거위원·재선거 당선,107-3,,회고록단독,선거위원 입회·재선거 당선
EP0956,야스마쓰 구마키치,E261,대표·위원,재선거 당선·부회장,107-3,,회고록단독,재선거 당선·부회장 선출
EP0957,오노 미네지로,E261,대표·위원,재선거 당선·상치위원,107-3,,회고록단독,재선거 당선·상치위원 선출
EP0958,오자키 시즈오,E261,대표·위원,재선거 당선·상치위원,107-3,,회고록단독,재선거 당선·상치위원 선출
EP0959,와타나베 히스루,E261,대표·위원,보궐 회장 당선,107-3,,회고록단독,회장 보궐선거 당선
EP0960,이와세 시즈카,E261,대표·위원,재선거 선거위원,107-3,,회고록단독,재선거 선거위원 5명 천거 명단
EP0961,후쿠나가 도쿠지로,E261,대표·위원,재선거 선거위원,107-3,,회고록단독,재선거 선거위원 5명 천거 명단
EP0962,히시키 히데이치,E261,대표·위원,감독관(이사청 속관),107-3,,회고록단독,감독관 입회 명시
EP0963,사카이 만지로,E261,주도자,부회장·회장 대리(사회),107-3,,회고록단독,선거관리회 사회 진행
EP0964,이토 기치사부로,E261,주도자,무효표 지적,107-3,,회고록단독,무효표 삼십몇 표 지적으로 사태 촉발
EP0965,가와이 아사오,E262,당사자·대상,필자(이사·단독 경영),113-2,,회고록단독,매수 교섭의 상대방·단독 경영 성명 서술
EP0966,가토 이치로,E262,대표·위원,교섭 위원,113-2,,회고록단독,교섭위원 3인 추천 열거
EP0967,시부사와 슈조,E262,대표·위원,회계감사원,113-3,,회고록단독,회계감사원 추천 서술
EP0968,아오키 시게노부,E262,대표·위원,교섭 위원,113-2,,회고록단독,교섭위원 3인 추천 열거
EP0969,오구라 다케노스케,E262,대표·위원,회계감사원,113-3,,회고록단독,회계감사원 추천 서술
EP0970,이나모토 신신,E262,대표·위원,교섭 위원,113-2,,회고록단독,교섭위원 3인 추천 열거
EP0971,이나모토 신신,E262,주도자,이나모토(책동),113-2,,회고록단독,신문 탈취 계획·책동 명시 서술
EP0972,노사카,E262,중재자,교섭,113-3,,회고록단독,인쇄 거부 소동에서 기계부와 교섭 서술
EP0973,가미야 아이키,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
EP0974,가토 지카,E263,당사자·대상,수상자(고2),108-1,,회고록단독,수상자 48명 명단 열거
EP0975,고다이라 에이키치,E263,당사자·대상,수상자(심4),108-1,,회고록단독,수상자 48명 명단 열거
